,GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Description,Biotype,Chr,Start,End,Strand
2720,ENSMUSG00000032050,339.7553846,-0.376,0.181169204,-2.077985975,3.771E-02,0.200727889,Rdx,radixin [Source:MGI Symbol;Acc:MGI:97887],protein_coding,9,52047173,52100463,1
2721,ENSMUSG00000073403,45.53711681,0.863,0.415201734,2.077686315,3.774E-02,0.200800507,Gm10499,predicted gene 10499 [Source:MGI Symbol;Acc:MGI:3702919],transcribed_unprocessed_pseudogene,17,36141758,36145923,-1
2722,ENSMUSG00000024944,378.1111686,0.339,0.163237636,2.077173397,3.779E-02,0.200937119,Arl2,ADP-ribosylation factor-like 2 [Source:MGI Symbol;Acc:MGI:1928393],protein_coding,19,6134374,6141548,-1
2723,ENSMUSG00000070327,69.75021549,0.743,0.357676238,2.0771048,3.779E-02,0.200937119,Rnf213,ring finger protein 213 [Source:MGI Symbol;Acc:MGI:1289196],protein_coding,11,119393100,119487418,1
2724,ENSMUSG00000107450,58.55269447,-0.804,0.387072941,-2.076854581,3.781E-02,0.200985585,Gm2522,predicted gene 2522 [Source:MGI Symbol;Acc:MGI:3780689],processed_pseudogene,6,4390920,4391241,1
2725,ENSMUSG00000000690,2.155690031,4.708,2.266997225,2.076667887,3.783E-02,NA,Hoxb6,homeobox B6 [Source:MGI Symbol;Acc:MGI:96187],protein_coding,11,96292476,96301569,1
2726,ENSMUSG00000022469,21.89260185,1.254,0.604274044,2.076007202,3.789E-02,0.201327331,Rapgef3,Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741],protein_coding,15,97744770,97767972,-1
2727,ENSMUSG00000022462,567.960338,0.328,0.157862546,2.075615219,3.793E-02,0.201445578,Slc38a2,"solute carrier family 38, member 2 [Source:MGI Symbol;Acc:MGI:1915010]",protein_coding,15,96687392,96699730,-1
2728,ENSMUSG00000036693,73.41259839,0.690,0.332266676,2.075245809,3.796E-02,0.201552793,Nop14,NOP14 nucleolar protein [Source:MGI Symbol;Acc:MGI:1922666],protein_coding,5,34638536,34660148,-1
2729,ENSMUSG00000047264,45.50378631,0.905,0.436007992,2.074842918,3.800E-02,0.201623285,Zfp358,zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740],protein_coding,8,3493138,3497208,1
2730,ENSMUSG00000030249,15.69343417,-1.509,0.727095909,-2.074799892,3.801E-02,0.201623285,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:MGI Symbol;Acc:MGI:1352630]",protein_coding,6,142587862,142702315,-1
2731,ENSMUSG00000038860,14.17681262,-1.611,0.776829425,-2.074307684,3.805E-02,0.201730921,Garnl3,GTPase activating RANGAP domain-like 3 [Source:MGI Symbol;Acc:MGI:2139309],protein_coding,2,32986224,33131654,-1
2732,ENSMUSG00000034762,46.15266508,-0.943,0.454754904,-2.074234631,3.806E-02,0.201730921,Glis1,GLIS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2386723],protein_coding,4,107434591,107635061,1
2733,ENSMUSG00000036006,39.92145556,-1.008,0.486160803,-2.074127533,3.807E-02,0.201730921,Ripor2,RHO family interacting cell polarization regulator 2 [Source:MGI Symbol;Acc:MGI:2444879],protein_coding,13,24501525,24733816,1
2734,ENSMUSG00000026915,104.9973586,-0.598,0.288592929,-2.073440739,3.813E-02,0.201970747,Strbp,spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626],protein_coding,2,37483228,37703859,-1
2735,ENSMUSG00000102918,223.4812693,0.416,0.20082533,2.07333815,3.814E-02,0.201970747,Pcdhgc3,"protocadherin gamma subfamily C, 3 [Source:MGI Symbol;Acc:MGI:1935201]",protein_coding,18,37806364,37841873,1
2736,ENSMUSG00000096755,213.517788,-0.508,0.244943222,-2.073017158,3.817E-02,0.202006272,Ftl1-ps2,"ferritin light polypeptide, pseudogene 2 [Source:MGI Symbol;Acc:MGI:5434102]",processed_pseudogene,10,130592157,130592705,-1
2737,ENSMUSG00000025221,8.275362903,2.118,1.021536972,2.072963993,3.818E-02,0.202006272,Kcnip2,Kv channel-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2135916],protein_coding,19,45791839,45816061,-1
2738,ENSMUSG00000045545,25.7616526,-1.164,0.561814111,-2.072507802,3.822E-02,0.202125012,Krt14,keratin 14 [Source:MGI Symbol;Acc:MGI:96688],protein_coding,11,100203162,100207548,-1
2739,ENSMUSG00000031922,96.82496952,0.615,0.296645101,2.07242109,3.823E-02,0.202125012,Cep57,centrosomal protein 57 [Source:MGI Symbol;Acc:MGI:1915551],protein_coding,9,13807792,13827107,-1
2740,ENSMUSG00000036853,14.3957905,1.614,0.779160941,2.072037192,3.826E-02,0.202239847,Mcoln3,mucolipin 3 [Source:MGI Symbol;Acc:MGI:1890500],protein_coding,3,146117450,146141806,1
2741,ENSMUSG00000021395,278.973826,-0.390,0.188129005,-2.07181899,3.828E-02,0.202273056,Spin1,spindlin 1 [Source:MGI Symbol;Acc:MGI:109242],protein_coding,13,51100880,51152546,1
2742,ENSMUSG00000039942,26.96551357,1.121,0.541149743,2.070625592,3.839E-02,0.202787525,Ptger4,prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol;Acc:MGI:104311],protein_coding,15,5206661,5244187,-1
2743,ENSMUSG00000025402,118.3186711,0.553,0.267351187,2.069960982,3.846E-02,0.203041458,Nab2,Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563],protein_coding,10,127660918,127668568,-1
2744,ENSMUSG00000031216,24.64937698,1.174,0.567326008,2.069293804,3.852E-02,0.203275064,Stard8,START domain containing 8 [Source:MGI Symbol;Acc:MGI:2448556],protein_coding,X,99003248,99074728,1
2745,ENSMUSG00000035435,4.517907536,3.185,1.539029444,2.069187224,3.853E-02,0.203275064,Abca17,"ATP-binding cassette, sub-family A (ABC1), member 17 [Source:MGI Symbol;Acc:MGI:3625331]",protein_coding,17,24264259,24351068,-1
2746,ENSMUSG00000083777,9.424182541,1.986,0.959888824,2.068839702,3.856E-02,0.203372482,Gm13361,predicted gene 13361 [Source:MGI Symbol;Acc:MGI:3651169],processed_pseudogene,2,19965967,19967397,-1
2747,ENSMUSG00000018209,93.56022177,0.627,0.303146036,2.068570894,3.859E-02,0.203430973,Stk4,serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004],protein_coding,2,164070322,164155524,1
2748,ENSMUSG00000022263,1270.464914,0.247,0.119596177,2.067660101,3.867E-02,0.203756167,Trio,triple functional domain (PTPRF interacting) [Source:MGI Symbol;Acc:MGI:1927230],protein_coding,15,27730651,28025848,-1
2749,ENSMUSG00000059058,22.52236764,-1.266,0.612511644,-2.067528113,3.868E-02,0.203756167,Tma7-ps,"translational machinery associated 7 homolog (S. cerevisiae), pseudogene [Source:MGI Symbol;Acc:MGI:3705453]",processed_pseudogene,1,171711088,171711282,1
2750,ENSMUSG00000066607,32.00632799,-1.194,0.577626104,-2.067412925,3.870E-02,0.203756167,Insyn1,inhibitory synaptic factor 1 [Source:MGI Symbol;Acc:MGI:2442108],protein_coding,9,58488603,58499780,1
2751,ENSMUSG00000021840,136.713333,-0.519,0.251110191,-2.067312225,3.870E-02,0.203756167,Mapk1ip1l,mitogen-activated protein kinase 1 interacting protein 1-like [Source:MGI Symbol;Acc:MGI:2444022],protein_coding,14,47298266,47323204,1
2752,ENSMUSG00000020770,156.8355345,0.492,0.238103514,2.066809992,3.875E-02,0.203930596,Unk,unkempt family zinc finger [Source:MGI Symbol;Acc:MGI:2442456],protein_coding,11,116030322,116061214,1
2753,ENSMUSG00000023017,34.86101185,-1.031,0.498826518,-2.066585696,3.877E-02,0.203967229,Asic1,acid-sensing (proton-gated) ion channel 1 [Source:MGI Symbol;Acc:MGI:1194915],protein_coding,15,99670368,99701130,1
2754,ENSMUSG00000035268,29.16393062,1.088,0.526563758,2.065996376,3.883E-02,0.204118402,Pkig,"protein kinase inhibitor, gamma [Source:MGI Symbol;Acc:MGI:1343086]",protein_coding,2,163658386,163726158,1
2755,ENSMUSG00000080801,39.6811265,-0.943,0.456433921,-2.065980274,3.883E-02,0.204118402,Gm13310,predicted gene 13310 [Source:MGI Symbol;Acc:MGI:3650665],processed_pseudogene,2,12082612,12083992,-1
2756,ENSMUSG00000006476,256.6715815,0.451,0.218216789,2.065740502,3.885E-02,0.2041628,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:MGI Symbol;Acc:MGI:1861755],protein_coding,2,25054355,25062881,1
2757,ENSMUSG00000031835,1041.557233,-0.245,0.11852612,-2.065511688,3.887E-02,0.204201782,Mbtps1,"membrane-bound transcription factor peptidase, site 1 [Source:MGI Symbol;Acc:MGI:1927235]",protein_coding,8,119508156,119558735,-1
2758,ENSMUSG00000062867,418.1999984,-0.344,0.166738236,-2.064906167,3.893E-02,0.204391564,Impdh2,inosine monophosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:109367],protein_coding,9,108560286,108565584,1
2759,ENSMUSG00000073700,63.13881645,0.749,0.362757757,2.064829102,3.894E-02,0.204391564,Klhl21,kelch-like 21 [Source:MGI Symbol;Acc:MGI:1919288],protein_coding,4,152008803,152017680,1
2760,ENSMUSG00000022947,96.14221609,0.623,0.301693936,2.064511327,3.897E-02,0.204427036,Cbr3,carbonyl reductase 3 [Source:MGI Symbol;Acc:MGI:1309992],protein_coding,16,93683215,93690990,1
2761,ENSMUSG00000038205,51.75391298,-0.840,0.406713903,-2.064457398,3.897E-02,0.204427036,Prkab2,"protein kinase, AMP-activated, beta 2 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1336185]",protein_coding,3,97658193,97673812,1
2762,ENSMUSG00000002768,316.7842144,-0.394,0.190979201,-2.064205101,3.900E-02,0.204477821,Mea1,male enhanced antigen 1 [Source:MGI Symbol;Acc:MGI:96957],protein_coding,17,46678793,46683111,1
2763,ENSMUSG00000109511,88.7819113,0.657,0.318329242,2.063858484,3.903E-02,0.204575517,Nup62,nucleoporin 62 [Source:MGI Symbol;Acc:MGI:1351500],protein_coding,7,44816088,44830812,1
2764,ENSMUSG00000048164,198.7820815,-0.435,0.210596306,-2.063275703,3.909E-02,0.204790731,Gm7204,predicted pseudogene 7204 [Source:MGI Symbol;Acc:MGI:3645884],processed_pseudogene,16,48218605,48219201,1
2765,ENSMUSG00000048960,12.65324618,-1.683,0.815848922,-2.062879642,3.912E-02,0.20491318,Prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]",protein_coding,1,10993465,11303681,1
2766,ENSMUSG00000106142,32.34443694,-1.047,0.5074978,-2.062317528,3.918E-02,0.205118404,Gm17937,"predicted gene, 17937 [Source:MGI Symbol;Acc:MGI:5010122]",processed_pseudogene,5,106610292,106611033,1
2767,ENSMUSG00000032417,18.34235859,-1.411,0.684165251,-2.061905966,3.922E-02,0.20524876,Rwdd2a,RWD domain containing 2A [Source:MGI Symbol;Acc:MGI:1916769],protein_coding,9,86571991,86574899,1
2768,ENSMUSG00000045817,251.0510828,0.399,0.193670762,2.061193801,3.928E-02,0.205529128,Zfp36l2,"zinc finger protein 36, C3H type-like 2 [Source:MGI Symbol;Acc:MGI:107945]",protein_coding,17,84183931,84187947,-1
2769,ENSMUSG00000043411,284.6431482,-0.383,0.185801374,-2.060734837,3.933E-02,0.205683377,Usp48,ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502],protein_coding,4,137593755,137658537,1
2770,ENSMUSG00000033149,175.4835654,0.458,0.22249981,2.060469286,3.935E-02,0.205741139,Phldb2,"pleckstrin homology like domain, family B, member 2 [Source:MGI Symbol;Acc:MGI:2444981]",protein_coding,16,45746243,45953598,-1
2771,ENSMUSG00000023473,56.67129594,-0.807,0.391883272,-2.060216373,3.938E-02,0.205750829,Celsr3,"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:MGI Symbol;Acc:MGI:1858236]",protein_coding,9,108826320,108852969,1
2772,ENSMUSG00000028821,77.59831197,0.664,0.322398388,2.060150296,3.938E-02,0.205750829,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915842]",protein_coding,4,134930898,134937548,1
2773,ENSMUSG00000001687,86.76533863,-0.644,0.312607056,-2.059011632,3.949E-02,0.206245059,Ubl3,ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373],protein_coding,5,148504635,148552789,-1
2774,ENSMUSG00000033307,311.2335639,0.379,0.184005563,2.058230907,3.957E-02,0.206560911,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:MGI Symbol;Acc:MGI:96982],protein_coding,10,75859353,75860240,-1
2775,ENSMUSG00000037847,6.766541949,2.364,1.148461311,2.058015139,3.959E-02,0.206593995,Nmrk1,nicotinamide riboside kinase 1 [Source:MGI Symbol;Acc:MGI:2147434],protein_coding,19,18631950,18652428,1
2776,ENSMUSG00000082390,194.7301347,0.461,0.223965027,2.057476308,3.964E-02,0.206789,Gm12136,predicted gene 12136 [Source:MGI Symbol;Acc:MGI:3651746],processed_pseudogene,11,40569317,40570525,-1
2777,ENSMUSG00000008090,55.52744064,-0.785,0.381985136,-2.055890856,3.979E-02,0.207509795,Fgfrl1,fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920],protein_coding,5,108692382,108706924,1
2778,ENSMUSG00000034751,61.63675897,0.778,0.378795761,2.055165379,3.986E-02,0.207799434,Mast4,microtubule associated serine/threonine kinase family member 4 [Source:MGI Symbol;Acc:MGI:1918885],protein_coding,13,102732486,103334497,-1
2779,ENSMUSG00000027977,8.407443314,2.088,1.015910553,2.054904626,3.989E-02,0.207855347,Ndst3,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 [Source:MGI Symbol;Acc:MGI:1932544],protein_coding,3,123526166,123690853,-1
2780,ENSMUSG00000021218,653.3708864,-0.282,0.137307774,-2.053619873,4.001E-02,0.208427417,Gdi2,guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845],protein_coding,13,3538063,3567871,1
2781,ENSMUSG00000052135,3.594570479,3.968,1.932951272,2.053026235,4.007E-02,0.208651527,Foxo6,forkhead box O6 [Source:MGI Symbol;Acc:MGI:2676586],protein_coding,4,120267079,120287349,-1
2782,ENSMUSG00000050310,78.73425236,0.695,0.338747778,2.051252786,4.024E-02,0.209472868,Rictor,"RPTOR independent companion of MTOR, complex 2 [Source:MGI Symbol;Acc:MGI:1926007]",protein_coding,15,6708379,6800401,1
2783,ENSMUSG00000001656,33.57427843,-1.049,0.511666494,-2.050924035,4.027E-02,0.209563612,Hoxc11,homeobox C11 [Source:MGI Symbol;Acc:MGI:96193],protein_coding,15,102954427,102957708,1
2784,ENSMUSG00000016239,4.797372627,3.393,1.654825563,2.050466378,4.032E-02,0.209719762,Lonrf3,LON peptidase N-terminal domain and ring finger 3 [Source:MGI Symbol;Acc:MGI:1921615],protein_coding,X,36328353,36362341,1
2785,ENSMUSG00000031875,96.08177432,0.595,0.290311886,2.050202501,4.034E-02,0.209777714,Cmtm3,CKLF-like MARVEL transmembrane domain containing 3 [Source:MGI Symbol;Acc:MGI:2447162],protein_coding,8,104339410,104347672,1
2786,ENSMUSG00000059486,234.8314714,0.405,0.19746734,2.049917709,4.037E-02,0.209846306,Kbtbd2,kelch repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2384811],protein_coding,6,56777524,56797813,-1
2787,ENSMUSG00000026576,86.92013929,-0.631,0.30810189,-2.048820988,4.048E-02,0.210327263,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]",protein_coding,1,164437109,164458355,-1
2788,ENSMUSG00000027340,119.542577,0.549,0.267885514,2.048328133,4.053E-02,0.210501812,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2 [Source:MGI Symbol;Acc:MGI:1859682]",protein_coding,2,132052496,132145108,-1
2789,ENSMUSG00000030551,666.3061613,-0.294,0.143725746,-2.047817083,4.058E-02,0.210685749,Nr2f2,"nuclear receptor subfamily 2, group F, member 2 [Source:MGI Symbol;Acc:MGI:1352452]",protein_coding,7,70351944,70366735,-1
2790,ENSMUSG00000043831,4.169979367,-3.805,1.859186958,-2.046618768,4.070E-02,0.211143863,Lysmd4,"LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]",protein_coding,7,67222544,67307330,1
2791,ENSMUSG00000048776,4.169979367,-3.805,1.859186958,-2.046618768,4.070E-02,0.211143863,Pthlh,parathyroid hormone-like peptide [Source:MGI Symbol;Acc:MGI:97800],protein_coding,6,147252101,147264183,-1
2792,ENSMUSG00000025145,49.14841331,0.845,0.413248069,2.045688203,4.079E-02,0.211542396,Lrrc45,leucine rich repeat containing 45 [Source:MGI Symbol;Acc:MGI:2387183],protein_coding,11,120713925,120721128,1
2793,ENSMUSG00000082495,5.959774858,-2.672,1.306506406,-2.04526043,4.083E-02,0.211684551,Gm12570,predicted gene 12570 [Source:MGI Symbol;Acc:MGI:3652277],processed_pseudogene,11,58688073,58689102,-1
2794,ENSMUSG00000113237,318.7358032,-0.355,0.173543924,-2.0448197,4.087E-02,0.211833418,Gm6109,predicted gene 6109 [Source:MGI Symbol;Acc:MGI:3643032],processed_pseudogene,13,93448488,93448835,1
2795,ENSMUSG00000011179,53.41236825,-0.846,0.413688033,-2.044022007,4.095E-02,0.212165006,Odc1,"ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]",protein_coding,12,17544794,17551505,1
2796,ENSMUSG00000006998,1434.813748,-0.231,0.113023337,-2.043772345,4.098E-02,0.212216341,Psmd2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:MGI Symbol;Acc:MGI:1096584]",protein_coding,16,20651652,20663414,1
2797,ENSMUSG00000038633,356.0420246,-0.351,0.171533828,-2.043477516,4.101E-02,0.212290828,Degs1,"delta(4)-desaturase, sphingolipid 1 [Source:MGI Symbol;Acc:MGI:1097711]",protein_coding,1,182275772,182282804,-1
2798,ENSMUSG00000033991,429.6881899,-0.318,0.155663101,-2.042745287,4.108E-02,0.212589455,Ttc37,tetratricopeptide repeat domain 37 [Source:MGI Symbol;Acc:MGI:2679923],protein_coding,13,76098734,76190316,1
2799,ENSMUSG00000069911,18.46022139,1.381,0.676468621,2.041656428,4.119E-02,0.213071505,Insyn2b,inhibitory synaptic factor family member 2B [Source:MGI Symbol;Acc:MGI:3643491],protein_coding,11,34314758,34422640,1
2800,ENSMUSG00000052485,2.31024337,-4.525,2.216975101,-2.041135507,4.124E-02,NA,Tmem171,transmembrane protein 171 [Source:MGI Symbol;Acc:MGI:2685751],protein_coding,13,98686235,98694834,-1
2801,ENSMUSG00000030772,961.1016754,0.244,0.119833145,2.040286488,4.132E-02,0.213699107,Dkk3,dickkopf WNT signaling pathway inhibitor 3 [Source:MGI Symbol;Acc:MGI:1354952],protein_coding,7,112116017,112159057,-1
2802,ENSMUSG00000019843,556.4079953,0.299,0.146614122,2.038999846,4.145E-02,0.214285245,Fyn,Fyn proto-oncogene [Source:MGI Symbol;Acc:MGI:95602],protein_coding,10,39368855,39565381,1
2803,ENSMUSG00000029563,36.77742447,-0.973,0.477220573,-2.038837876,4.147E-02,0.214291773,Foxp2,forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705],protein_coding,6,14901349,15441977,1
2804,ENSMUSG00000004383,162.9024773,0.481,0.236012848,2.036958956,4.165E-02,0.215185695,Large1,LARGE xylosyl- and glucuronyltransferase 1 [Source:MGI Symbol;Acc:MGI:1342270],protein_coding,8,72814599,73353540,-1
2805,ENSMUSG00000026840,16.0403427,1.661,0.815621939,2.036532438,4.170E-02,0.215256554,Lamc3,laminin gamma 3 [Source:MGI Symbol;Acc:MGI:1344394],protein_coding,2,31887291,31946539,1
2806,ENSMUSG00000025170,32.04620543,-1.029,0.5053818,-2.036523496,4.170E-02,0.215256554,Rab40b,"Rab40B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2183451]",protein_coding,11,121356125,121388251,-1
2807,ENSMUSG00000008475,455.8903159,-0.311,0.152959517,-2.034708953,4.188E-02,0.216120301,Arpc5,"actin related protein 2/3 complex, subunit 5 [Source:MGI Symbol;Acc:MGI:1915021]",protein_coding,1,152766542,152775597,1
2808,ENSMUSG00000030117,2.104246844,4.678,2.300379635,2.03375924,4.198E-02,NA,Gdf3,growth differentiation factor 3 [Source:MGI Symbol;Acc:MGI:95686],protein_coding,6,122605403,122610087,-1
2809,ENSMUSG00000031304,2.104246844,4.678,2.300379635,2.03375924,4.198E-02,NA,Il2rg,"interleukin 2 receptor, gamma chain [Source:MGI Symbol;Acc:MGI:96551]",protein_coding,X,101264378,101268255,-1
2810,ENSMUSG00000005397,652.2185545,0.274,0.134569809,2.033546881,4.200E-02,0.216602343,Nid1,nidogen 1 [Source:MGI Symbol;Acc:MGI:97342],protein_coding,13,13437551,13512269,1
2811,ENSMUSG00000021133,66.02671528,0.761,0.374370046,2.033483394,4.200E-02,0.216602343,Susd6,sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661],protein_coding,12,80790510,80880835,1
2812,ENSMUSG00000028080,190.2086156,0.436,0.214572507,2.03316914,4.204E-02,0.21667498,Lrba,LPS-responsive beige-like anchor [Source:MGI Symbol;Acc:MGI:1933162],protein_coding,3,86224680,86782692,1
2813,ENSMUSG00000075706,237.2342806,0.405,0.199052261,2.033045393,4.205E-02,0.21667498,Gpx4,glutathione peroxidase 4 [Source:MGI Symbol;Acc:MGI:104767],protein_coding,10,80047166,80056439,1
2814,ENSMUSG00000020486,22.60200876,1.214,0.59744616,2.032110075,4.214E-02,0.217084528,Septin4,septin 4 [Source:MGI Symbol;Acc:MGI:1270156],protein_coding,11,87566653,87590539,1
2815,ENSMUSG00000073889,19.11466013,-1.447,0.711973947,-2.031948331,4.216E-02,0.217091088,Il11ra1,"interleukin 11 receptor, alpha chain 1 [Source:MGI Symbol;Acc:MGI:107426]",protein_coding,4,41699989,41769474,1
2816,ENSMUSG00000083907,28.67764848,-1.086,0.5352351,-2.029752697,4.238E-02,0.218160208,Plk-ps1,"polo like kinase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:103247]",processed_pseudogene,5,35554184,35555970,1
2817,ENSMUSG00000032020,184.6100226,0.440,0.216633975,2.02942769,4.241E-02,0.218252262,Ubash3b,"ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]",protein_coding,9,41011098,41161697,-1
2818,ENSMUSG00000052957,76.64428474,0.695,0.342660765,2.028982067,4.246E-02,0.218347854,Gas1,growth arrest specific 1 [Source:MGI Symbol;Acc:MGI:95655],protein_coding,13,60174405,60177365,-1
2819,ENSMUSG00000032374,145.715693,-0.527,0.259911441,-2.028946902,4.246E-02,0.218347854,Plod2,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]",protein_coding,9,92542223,92608428,1
2820,ENSMUSG00000028757,1603.040567,-0.216,0.106613539,-2.028552604,4.250E-02,0.218476327,Ddost,dolichyl-di-phosphooligosaccharide-protein glycotransferase [Source:MGI Symbol;Acc:MGI:1194508],protein_coding,4,138304730,138312628,1
2821,ENSMUSG00000063548,25.58236646,-1.193,0.588256199,-2.02745107,4.262E-02,0.21897591,Gm4825,predicted pseudogene 4825 [Source:MGI Symbol;Acc:MGI:3647768],processed_pseudogene,15,85510812,85511219,1
2822,ENSMUSG00000029238,150.6344772,-0.484,0.238752048,-2.025990941,4.277E-02,0.219629991,Clock,circadian locomotor output cycles kaput [Source:MGI Symbol;Acc:MGI:99698],protein_coding,5,76209868,76304792,-1
2823,ENSMUSG00000079523,1866.379628,-0.282,0.139021784,-2.025908603,4.277E-02,0.219629991,Tmsb10,"thymosin, beta 10 [Source:MGI Symbol;Acc:MGI:109146]",protein_coding,6,72957347,72958748,-1
2824,ENSMUSG00000022390,945.4183515,-0.248,0.122596,-2.025348523,4.283E-02,0.219790141,Zc3h7b,zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310],protein_coding,15,81745057,81796260,1
2825,ENSMUSG00000024534,15.3574357,1.489,0.735144726,2.025207726,4.285E-02,0.219790141,Sncaip,"synuclein, alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]",protein_coding,18,52767709,52915935,1
2826,ENSMUSG00000020704,3.630810393,3.861,1.906497575,2.0251574,4.285E-02,0.219790141,Asic2,acid-sensing (proton-gated) ion channel 2 [Source:MGI Symbol;Acc:MGI:1100867],protein_coding,11,80880169,81968457,-1
2827,ENSMUSG00000033059,373.5223829,-0.335,0.165476913,-2.023575963,4.301E-02,0.220545437,Pygb,brain glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97828],protein_coding,2,150786735,150831758,1
2828,ENSMUSG00000028640,19.22801637,1.294,0.639610025,2.022974615,4.308E-02,0.220754901,Tfap2c,"transcription factor AP-2, gamma [Source:MGI Symbol;Acc:MGI:106032]",protein_coding,2,172549593,172558622,1
2829,ENSMUSG00000041560,48.39874555,0.822,0.406217713,2.022881539,4.309E-02,0.220754901,Nop53,NOP53 ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2154441],protein_coding,7,15936183,15946074,-1
2830,ENSMUSG00000033257,69.30318357,0.719,0.355518291,2.021429691,4.324E-02,0.221444233,Ttll4,"tubulin tyrosine ligase-like family, member 4 [Source:MGI Symbol;Acc:MGI:1914784]",protein_coding,1,74661745,74703730,1
2831,ENSMUSG00000000282,102.1225885,0.598,0.296096566,2.021012974,4.328E-02,0.221509079,Mnt,max binding protein [Source:MGI Symbol;Acc:MGI:109150],protein_coding,11,74830920,74845725,1
2832,ENSMUSG00000108609,365.6778111,0.362,0.178997947,2.020944503,4.329E-02,0.221509079,Gm7424,predicted gene 7424 [Source:MGI Symbol;Acc:MGI:3644728],processed_pseudogene,6,83600807,83601708,-1
2833,ENSMUSG00000019877,1047.068001,-0.253,0.125256109,-2.020860711,4.329E-02,0.221509079,Serinc1,serine incorporator 1 [Source:MGI Symbol;Acc:MGI:1926228],protein_coding,10,57515774,57532530,-1
2834,ENSMUSG00000020088,626.5819957,-0.287,0.141918852,-2.020632532,4.332E-02,0.221523822,Sar1a,secretion associated Ras related GTPase 1A [Source:MGI Symbol;Acc:MGI:98230],protein_coding,10,61680299,61693297,1
2835,ENSMUSG00000021575,86.63626864,-0.632,0.312930892,-2.020535381,4.333E-02,0.221523822,Ahrr,aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776],protein_coding,13,74211118,74292331,-1
2836,ENSMUSG00000083122,81.85350541,-0.641,0.317173161,-2.019706203,4.341E-02,0.221884546,Gm15578,predicted gene 15578 [Source:MGI Symbol;Acc:MGI:3783026],unprocessed_pseudogene,3,156816037,156816511,1
2837,ENSMUSG00000075284,174.2025643,0.450,0.223019223,2.019107425,4.348E-02,0.2221234,Wipf1,"WAS/WASL interacting protein family, member 1 [Source:MGI Symbol;Acc:MGI:2178801]",protein_coding,2,73429610,73529734,-1
2838,ENSMUSG00000005609,529.7745516,0.304,0.150779627,2.018189025,4.357E-02,0.222532358,Ctr9,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:109345]",protein_coding,7,111028951,111056377,1
2839,ENSMUSG00000033319,154.7073259,0.488,0.241649403,2.017710783,4.362E-02,0.222707649,Fem1c,fem 1 homolog c [Source:MGI Symbol;Acc:MGI:2444737],protein_coding,18,46501746,46525971,-1
